year,state,code,value
1977,Tennessee,TN,10.1
1977,Texas,TX,13.3
1977,Utah,UT,3.5
1977,Vermont,VT,1.4
1977,Virginia,VA,9.0
1977,Washington,WA,4.3
1977,West Virginia,WV,6.0
1977,Wisconsin,WI,2.8
1977,Wyoming,WY,5.4
1978,Alabama,AL,13.3
1978,Alaska,AK,12.9
1978,Arizona,AZ,9.4
1978,Arkansas,AR,9.1
1978,California,CA,11.7
1978,Colorado,CO,7.3
1978,Connecticut,CT,4.2
1978,Delaware,DE,6.7
1978,District of Columbia,DC,28.0
1978,Florida,FL,11.0
1978,Georgia,GA,14.4
1978,Hawaii,HI,6.7
1978,Idaho,ID,5.4
1978,Illinois,IL,9.9
1978,Indiana,IN,6.2
1978,Iowa,IA,2.6
1978,Kansas,KS,5.7
1978,Kentucky,KY,9.0
1978,Louisiana,LA,15.8
1978,Maine,ME,2.7
1978,Maryland,MD,8.2
1978,Massachusetts,MA,3.7
1978,Michigan,MI,10.6
1978,Minnesota,MN,2.0
1978,Mississippi,MS,12.6
1978,Missouri,MO,10.4
1978,Montana,MT,4.8
1978,Nebraska,NE,3.0
1978,Nevada,NV,15.5
1978,New Hampshire,NH,1.4
1978,New Jersey,NJ,5.4
1978,New Mexico,NM,10.2
1978,New York,NY,10.3
1978,North Carolina,NC,10.8
1978,North Dakota,ND,1.2
1978,Ohio,OH,6.9
1978,Oklahoma,OK,8.5
1978,Oregon,OR,5.0
1978,Pennsylvania,PA,6.2
1978,Rhode Island,RI,4.0
1978,South Carolina,SC,11.5
1978,South Dakota,SD,1.9
1978,Tennessee,TN,9.4
1978,Texas,TX,14.2
1978,Utah,UT,3.7
1978,Vermont,VT,3.3
1978,Virginia,VA,8.8
1978,Washington,WA,4.6
1978,West Virginia,WV,6.8
1978,Wisconsin,WI,2.5
1978,Wyoming,WY,7.1
1979,Alabama,AL,13.2
1979,Alaska,AK,13.3
1979,Arizona,AZ,8.9
1979,Arkansas,AR,9.1
1979,California,CA,13.0
1979,Colorado,CO,5.8
1979,Connecticut,CT,4.2
1979,Delaware,DE,5.7
1979,District of Columbia,DC,27.4
1979,Florida,FL,12.2
1979,Georgia,GA,17.1
1979,Hawaii,HI,7.2
1979,Idaho,ID,5.4
1979,Illinois,IL,10.7
1979,Indiana,IN,8.3
1979,Iowa,IA,2.2
1979,Kansas,KS,5.5
1979,Kentucky,KY,9.5
1979,Louisiana,LA,16.9
1979,Maine,ME,2.8
1979,Maryland,MD,9.8
1979,Massachusetts,MA,3.7
1979,Michigan,MI,9.1
1979,Minnesota,MN,2.3
1979,Mississippi,MS,12.6
1979,Missouri,MO,11.2
1979,Montana,MT,4.2
1979,Nebraska,NE,4.1
1979,Nevada,NV,17.5
1979,New Hampshire,NH,2.4
1979,New Jersey,NJ,6.6
1979,New Mexico,NM,12.4
1979,New York,NY,11.9
1979,North Carolina,NC,10.7
1979,North Dakota,ND,1.5
1979,Ohio,OH,8.1
1979,Oklahoma,OK,9.7
1979,Oregon,OR,4.2
1979,Pennsylvania,PA,6.2
1979,Rhode Island,RI,3.2
1979,South Carolina,SC,12.6
1979,South Dakota,SD,2.0
1979,Tennessee,TN,9.8
1979,Texas,TX,16.7
1979,Utah,UT,4.8
1979,Vermont,VT,1.4
1979,Virginia,VA,8.6
1979,Washington,WA,4.8
1979,West Virginia,WV,6.8
1979,Wisconsin,WI,3.4
1979,Wyoming,WY,9.1
1980,Alabama,AL,13.2
1980,Alaska,AK,8.9
1980,Arizona,AZ,10.3
1980,Arkansas,AR,9.2
1980,California,CA,14.5
1980,Colorado,CO,6.9
1980,Connecticut,CT,4.7
1980,Delaware,DE,6.9
1980,District of Columbia,DC,31.5
1980,Florida,FL,14.5
1980,Georgia,GA,13.8
1980,Hawaii,HI,8.7
1980,Idaho,ID,3.1
1980,Illinois,IL,10.6
1980,Indiana,IN,8.9
1980,Iowa,IA,2.2
1980,Kansas,KS,6.9
1980,Kentucky,KY,8.8
1980,Louisiana,LA,15.7
1980,Maine,ME,2.8
1980,Maryland,MD,9.5
1980,Massachusetts,MA,4.1
1980,Michigan,MI,10.2
1980,Minnesota,MN,2.6
1980,Mississippi,MS,14.5
1980,Missouri,MO,11.1
1980,Montana,MT,4.0
1980,Nebraska,NE,4.4
1980,Nevada,NV,20.0
1980,New Hampshire,NH,2.5
1980,New Jersey,NJ,6.9
1980,New Mexico,NM,13.1
1980,New York,NY,12.7
1980,North Carolina,NC,10.6
1980,North Dakota,ND,1.2
1980,Ohio,OH,8.1
1980,Oklahoma,OK,10.0
1980,Oregon,OR,5.1
1980,Pennsylvania,PA,6.8
1980,Rhode Island,RI,4.4
1980,South Carolina,SC,11.4
1980,South Dakota,SD,0.7
1980,Tennessee,TN,10.8
1980,Texas,TX,16.9
1980,Utah,UT,3.8
1980,Vermont,VT,2.2
1980,Virginia,VA,8.6
1980,Washington,WA,5.5
1980,West Virginia,WV,7.1
1980,Wisconsin,WI,2.9
1980,Wyoming,WY,6.2
1981,Alabama,AL,11.9
1981,Alaska,AK,14.6
1981,Arizona,AZ,8.1
1981,Arkansas,AR,9.1
1981,California,CA,13.0
1981,Colorado,CO,8.1
1981,Connecticut,CT,5.4
1981,Delaware,DE,6.7
1981,District of Columbia,DC,35.1
1981,Florida,FL,15.0
1981,Georgia,GA,17.2
1981,Hawaii,HI,4.8
1981,Idaho,ID,4.5
1981,Illinois,IL,10.5
1981,Indiana,IN,7.1
1981,Iowa,IA,2.6
1981,Kansas,KS,6.3
1981,Kentucky,KY,8.4
1981,Louisiana,LA,15.6
1981,Maine,ME,3.2
1981,Maryland,MD,9.9
1981,Massachusetts,MA,3.6
1981,Michigan,MI,9.4
1981,Minnesota,MN,2.1
1981,Mississippi,MS,12.6
1981,Missouri,MO,10.4
1981,Montana,MT,3.4
1981,Nebraska,NE,3.1
1981,Nevada,NV,17.5
1981,New Hampshire,NH,2.9
1981,New Jersey,NJ,7.3
1981,New Mexico,NM,11.4
1981,New York,NY,12.3
1981,North Carolina,NC,9.1
1981,North Dakota,ND,2.3
1981,Ohio,OH,7.4
1981,Oklahoma,OK,9.0
1981,Oregon,OR,4.4
1981,Pennsylvania,PA,6.1
1981,Rhode Island,RI,4.2
1981,South Carolina,SC,10.4
1981,South Dakota,SD,1.8
1981,Tennessee,TN,9.7
1981,Texas,TX,16.6
1981,Utah,UT,3.3
1981,Vermont,VT,4.3
1981,Virginia,VA,8.6
1981,Washington,WA,5.1
1981,West Virginia,WV,6.0
1981,Wisconsin,WI,3.4
1981,Wyoming,WY,5.5
1982,Alabama,AL,10.6
1982,Alaska,AK,18.5
1982,Arizona,AZ,8.3
1982,Arkansas,AR,8.2
1982,California,CA,11.2
1982,Colorado,CO,6.0
1982,Connecticut,CT,5.2
1982,Delaware,DE,5.3
1982,District of Columbia,DC,30.7
1982,Florida,FL,13.5
1982,Georgia,GA,12.6
1982,Hawaii,HI,3.1
1982,Idaho,ID,2.5
1982,Illinois,IL,8.8
1982,Indiana,IN,6.5
1982,Iowa,IA,2.3
1982,Kansas,KS,5.7
1982,Kentucky,KY,9.7
1982,Louisiana,LA,16.0
1982,Maine,ME,2.1
1982,Maryland,MD,10.1
1982,Massachusetts,MA,3.8
1982,Michigan,MI,9.1
1982,Minnesota,MN,2.3
1982,Mississippi,MS,14.0
1982,Missouri,MO,9.7
1982,Montana,MT,3.9
1982,Nebraska,NE,2.0
1982,Nevada,NV,13.6
1982,New Hampshire,NH,2.2
1982,New Jersey,NJ,6.5
1982,New Mexico,NM,11.6
1982,New York,NY,11.4
1982,North Carolina,NC,9.1
1982,North Dakota,ND,0.7
1982,Ohio,OH,6.3
1982,Oklahoma,OK,10.8
1982,Oregon,OR,5.1
1982,Pennsylvania,PA,5.7
1982,Rhode Island,RI,3.7
1982,South Carolina,SC,10.9
1982,South Dakota,SD,2.7
1982,Tennessee,TN,9.7
1982,Texas,TX,16.1
1982,Utah,UT,3.4
1982,Vermont,VT,2.3
1982,Virginia,VA,7.4
1982,Washington,WA,4.4
1982,West Virginia,WV,5.2
1982,Wisconsin,WI,3.1
1982,Wyoming,WY,9.2
1983,Alabama,AL,9.2
1983,Alaska,AK,13.8
1983,Arizona,AZ,7.2
1983,Arkansas,AR,7.6
1983,California,CA,10.5
1983,Colorado,CO,6.4
1983,Connecticut,CT,4.1
1983,Delaware,DE,4.1
1983,District of Columbia,DC,29.4
1983,Florida,FL,11.2
1983,Georgia,GA,8.4
1983,Hawaii,HI,5.6
1983,Idaho,ID,3.5
1983,Illinois,IL,9.7
1983,Indiana,IN,5.2
1983,Iowa,IA,2.3
1983,Kansas,KS,5.6
1983,Kentucky,KY,9.8
1983,Louisiana,LA,14.2
1983,Maine,ME,2.1
1983,Maryland,MD,8.5
1983,Massachusetts,MA,3.5
1983,Michigan,MI,10.0
1983,Minnesota,MN,1.7
1983,Mississippi,MS,11.2
1983,Missouri,MO,8.1
1983,Montana,MT,3.7
1983,Nebraska,NE,2.6
1983,Nevada,NV,12.8
1983,New Hampshire,NH,2.0
1983,New Jersey,NJ,5.3
1983,New Mexico,NM,8.9
1983,New York,NY,11.1
1983,North Carolina,NC,8.1
1983,North Dakota,ND,2.1
1983,Ohio,OH,5.6
1983,Oklahoma,OK,7.6
1983,Oregon,OR,4.1
1983,Pennsylvania,PA,4.9
1983,Rhode Island,RI,2.7
1983,South Carolina,SC,9.8
1983,South Dakota,SD,2.1
1983,Tennessee,TN,8.8
1983,Texas,TX,14.2
1983,Utah,UT,3.5
1983,Vermont,VT,3.6
1983,Virginia,VA,7.0
1983,Washington,WA,4.9
1983,West Virginia,WV,4.9
1983,Wisconsin,WI,2.8
1983,Wyoming,WY,5.8
1984,Alabama,AL,9.4
1984,Alaska,AK,11.6
1984,Arizona,AZ,7.8
1984,Arkansas,AR,7.5
1984,California,CA,10.6
1984,Colorado,CO,5.8
1984,Connecticut,CT,3.9
1984,Delaware,DE,4.1
1984,District of Columbia,DC,28.1
1984,Florida,FL,11.5
1984,Georgia,GA,9.4
1984,Hawaii,HI,3.3
1984,Idaho,ID,3.4
1984,Illinois,IL,9.0
1984,Indiana,IN,5.5
1984,Iowa,IA,2.0
1984,Kansas,KS,3.7
1984,Kentucky,KY,6.6
1984,Louisiana,LA,12.9
1984,Maine,ME,1.7
1984,Maryland,MD,8.1
1984,Massachusetts,MA,3.6
1984,Michigan,MI,9.7
1984,Minnesota,MN,1.8
1984,Mississippi,MS,9.7
1984,Missouri,MO,7.1
1984,Montana,MT,4.4
1984,Nebraska,NE,3.4
1984,Nevada,NV,10.8
1984,New Hampshire,NH,1.0
1984,New Jersey,NJ,5.3
1984,New Mexico,NM,9.1
1984,New York,NY,10.1
1984,North Carolina,NC,8.7
1984,North Dakota,ND,1.2
1984,Ohio,OH,5.1
1984,Oklahoma,OK,7.8
1984,Oregon,OR,4.8
1984,Pennsylvania,PA,4.5
1984,Rhode Island,RI,3.4
1984,South Carolina,SC,9.2
1984,South Dakota,SD,1.8
1984,Tennessee,TN,8.4
1984,Texas,TX,13.1
1984,Utah,UT,2.8
1984,Vermont,VT,2.3
1984,Virginia,VA,7.7
1984,Washington,WA,4.6
1984,West Virginia,WV,4.4
1984,Wisconsin,WI,2.5
1984,Wyoming,WY,3.3
1985,Alabama,AL,9.8
1985,Alaska,AK,9.8
1985,Arizona,AZ,8.0
1985,Arkansas,AR,7.9
1985,California,CA,10.5
1985,Colorado,CO,5.8
1985,Connecticut,CT,3.8
1985,Delaware,DE,4.8
1985,District of Columbia,DC,23.5
1985,Florida,FL,11.4
1985,Georgia,GA,10.4
1985,Hawaii,HI,4.1
1985,Idaho,ID,2.2
1985,Illinois,IL,8.0
1985,Indiana,IN,5.8
1985,Iowa,IA,1.9
1985,Kansas,KS,4.9
1985,Kentucky,KY,6.9
1985,Louisiana,LA,10.9
1985,Maine,ME,2.4
1985,Maryland,MD,7.9
1985,Massachusetts,MA,3.5
1985,Michigan,MI,11.2
1985,Minnesota,MN,2.1
1985,Mississippi,MS,10.6
1985,Missouri,MO,8.1
1985,Montana,MT,5.8
1985,Nebraska,NE,2.9
1985,Nevada,NV,10.3
1985,New Hampshire,NH,2.1
1985,New Jersey,NJ,5.4
1985,New Mexico,NM,10.9
1985,New York,NY,9.5
1985,North Carolina,NC,8.3
1985,North Dakota,ND,1.0
1985,Ohio,OH,5.2
1985,Oklahoma,OK,7.7
1985,Oregon,OR,4.7
1985,Pennsylvania,PA,4.6
1985,Rhode Island,RI,3.6
1985,South Carolina,SC,9.1
1985,South Dakota,SD,1.8
1985,Tennessee,TN,9.0
1985,Texas,TX,13.0
1985,Utah,UT,3.0
1985,Vermont,VT,3.4
1985,Virginia,VA,7.1
1985,Washington,WA,5.2
1985,West Virginia,WV,3.8
1985,Wisconsin,WI,2.8
1985,Wyoming,WY,4.3
1986,Alabama,AL,10.1
1986,Alaska,AK,8.6
1986,Arizona,AZ,9.3
1986,Arkansas,AR,8.1
1986,California,CA,11.3
1986,Colorado,CO,7.0
1986,Connecticut,CT,4.6
1986,Delaware,DE,4.9
1986,District of Columbia,DC,31.0
1986,Florida,FL,11.7
1986,Georgia,GA,11.2
1986,Hawaii,HI,4.8
1986,Idaho,ID,3.2
1986,Illinois,IL,8.9
1986,Indiana,IN,6.0
1986,Iowa,IA,1.8
1986,Kansas,KS,4.4
1986,Kentucky,KY,6.7
1986,Louisiana,LA,12.8
1986,Maine,ME,2.0
1986,Maryland,MD,9.0
1986,Massachusetts,MA,3.6
1986,Michigan,MI,11.3
1986,Minnesota,MN,2.5
1986,Mississippi,MS,11.2
1986,Missouri,MO,9.2
1986,Montana,MT,2.9
1986,Nebraska,NE,3.1
1986,Nevada,NV,12.6
1986,New Hampshire,NH,2.2
1986,New Jersey,NJ,5.2
1986,New Mexico,NM,11.5
1986,New York,NY,10.7
1986,North Carolina,NC,8.1
1986,North Dakota,ND,1.0
1986,Ohio,OH,5.5
1986,Oklahoma,OK,8.1
1986,Oregon,OR,6.6
1986,Pennsylvania,PA,5.5
1986,Rhode Island,RI,3.5
1986,South Carolina,SC,8.6
1986,South Dakota,SD,4.0
1986,Tennessee,TN,10.4
1986,Texas,TX,13.5
1986,Utah,UT,3.2
1986,Vermont,VT,2.0
1986,Virginia,VA,7.1
1986,Washington,WA,5.0
1986,West Virginia,WV,5.9
1986,Wisconsin,WI,3.1
1986,Wyoming,WY,5.3
1987,Alabama,AL,9.3
1987,Alaska,AK,10.1
1987,Arizona,AZ,7.5
1987,Arkansas,AR,7.6
1987,California,CA,10.6
1987,Colorado,CO,5.8
1987,Connecticut,CT,4.9
1987,Delaware,DE,5.1
1987,District of Columbia,DC,36.2
1987,Florida,FL,11.4
1987,Georgia,GA,11.8
1987,Hawaii,HI,4.8
1987,Idaho,ID,3.1
1987,Illinois,IL,8.3
1987,Indiana,IN,5.6
1987,Iowa,IA,2.1
1987,Kansas,KS,4.4
1987,Kentucky,KY,7.5
1987,Louisiana,LA,11.1
1987,Maine,ME,2.5
1987,Maryland,MD,9.6
1987,Massachusetts,MA,3.0
1987,Michigan,MI,12.2
1987,Minnesota,MN,2.6
1987,Mississippi,MS,10.2
1987,Missouri,MO,8.3
1987,Montana,MT,4.1
1987,Nebraska,NE,3.5
1987,Nevada,NV,8.4
1987,New Hampshire,NH,3.0
1987,New Jersey,NJ,4.6
1987,New Mexico,NM,10.1
1987,New York,NY,11.3
1987,North Carolina,NC,8.1
1987,North Dakota,ND,1.5
1987,Ohio,OH,5.8
1987,Oklahoma,OK,7.5
1987,Oregon,OR,5.6
1987,Pennsylvania,PA,5.4
1987,Rhode Island,RI,3.5
1987,South Carolina,SC,9.3
1987,South Dakota,SD,1.8
1987,Tennessee,TN,9.1
1987,Texas,TX,11.7
1987,Utah,UT,3.3
1987,Vermont,VT,2.7
1987,Virginia,VA,7.4
1987,Washington,WA,5.6
1987,West Virginia,WV,4.8
1987,Wisconsin,WI,3.5
1987,Wyoming,WY,2.0
1988,Alabama,AL,9.9
1988,Alaska,AK,5.7
1988,Arizona,AZ,8.5
1988,Arkansas,AR,8.7
1988,California,CA,10.4
1988,Colorado,CO,5.7
1988,Connecticut,CT,5.4
1988,Delaware,DE,5.2
1988,District of Columbia,DC,59.5
1988,Florida,FL,11.4
1988,Georgia,GA,11.7
1988,Hawaii,HI,4.0
1988,Idaho,ID,3.6
1988,Illinois,IL,8.6
1988,Indiana,IN,6.4
1988,Iowa,IA,1.7
1988,Kansas,KS,3.4
1988,Kentucky,KY,6.2
1988,Louisiana,LA,11.6
1988,Maine,ME,3.1
1988,Maryland,MD,9.7
1988,Massachusetts,MA,3.5
1988,Michigan,MI,10.8
1988,Minnesota,MN,2.9
1988,Mississippi,MS,8.6
1988,Missouri,MO,8.0
1988,Montana,MT,2.6
1988,Nebraska,NE,3.6
1988,Nevada,NV,10.5
1988,New Hampshire,NH,2.3
1988,New Jersey,NJ,5.3
1988,New Mexico,NM,11.5
1988,New York,NY,12.5
1988,North Carolina,NC,7.8
1988,North Dakota,ND,1.8
1988,Ohio,OH,5.4
1988,Oklahoma,OK,7.4
1988,Oregon,OR,5.1
1988,Pennsylvania,PA,5.5
1988,Rhode Island,RI,4.1
1988,South Carolina,SC,9.3
1988,South Dakota,SD,3.1
1988,Tennessee,TN,9.4
1988,Texas,TX,12.1
1988,Utah,UT,2.8
1988,Vermont,VT,2.0
1988,Virginia,VA,7.8
1988,Washington,WA,5.7
1988,West Virginia,WV,4.9
1988,Wisconsin,WI,3.0
1988,Wyoming,WY,2.5
1989,Alabama,AL,10.2
1989,Alaska,AK,8.0
1989,Arizona,AZ,6.7
1989,Arkansas,AR,8.4
1989,California,CA,10.9
1989,Colorado,CO,4.4
1989,Connecticut,CT,5.9
1989,Delaware,DE,5.1
1989,District of Columbia,DC,71.9
1989,Florida,FL,11.1
1989,Georgia,GA,12.7
1989,Hawaii,HI,4.8
1989,Idaho,ID,2.6
1989,Illinois,IL,9.0
1989,Indiana,IN,6.3
1989,Iowa,IA,1.9
1989,Kansas,KS,5.5
1989,Kentucky,KY,7.9
1989,Louisiana,LA,14.9
1989,Maine,ME,3.2
1989,Maryland,MD,11.6
1989,Massachusetts,MA,4.3
1989,Michigan,MI,10.7
1989,Minnesota,MN,2.5
1989,Mississippi,MS,9.7
1989,Missouri,MO,7.9
1989,Montana,MT,2.9
1989,Nebraska,NE,2.5
1989,Nevada,NV,8.2
1989,New Hampshire,NH,3.3
1989,New Jersey,NJ,5.1
1989,New Mexico,NM,8.6
1989,New York,NY,12.5
1989,North Carolina,NC,8.9
1989,North Dakota,ND,0.6
1989,Ohio,OH,6.0
1989,Oklahoma,OK,6.5
1989,Oregon,OR,4.8
1989,Pennsylvania,PA,6.3
1989,Rhode Island,RI,4.9
1989,South Carolina,SC,9.1
1989,South Dakota,SD,1.3
1989,Tennessee,TN,8.4
1989,Texas,TX,11.9
1989,Utah,UT,2.6
1989,Vermont,VT,1.9
1989,Virginia,VA,7.9
1989,Washington,WA,4.4
1989,West Virginia,WV,6.5
1989,Wisconsin,WI,3.6
1989,Wyoming,WY,4.4
1990,Alabama,AL,11.6
1990,Alaska,AK,7.5
1990,Arizona,AZ,7.7
1990,Arkansas,AR,10.3
1990,California,CA,11.9
1990,Colorado,CO,4.2
1990,Connecticut,CT,5.1
1990,Delaware,DE,5.0
1990,District of Columbia,DC,77.8
1990,Florida,FL,10.7
1990,Georgia,GA,11.8
1990,Hawaii,HI,4.0
1990,Idaho,ID,2.7
1990,Illinois,IL,10.3
1990,Indiana,IN,6.2
1990,Iowa,IA,1.9
1990,Kansas,KS,4.0
1990,Kentucky,KY,7.2
1990,Louisiana,LA,17.2
1990,Maine,ME,2.4
1990,Maryland,MD,11.5
1990,Massachusetts,MA,4.0
1990,Michigan,MI,10.4
1990,Minnesota,MN,2.7
1990,Mississippi,MS,12.2
1990,Missouri,MO,8.8
1990,Montana,MT,4.9
1990,Nebraska,NE,2.7
1990,Nevada,NV,9.7
1990,New Hampshire,NH,1.9
1990,New Jersey,NJ,5.6
1990,New Mexico,NM,9.2
1990,New York,NY,14.5
1990,North Carolina,NC,10.7
1990,North Dakota,ND,0.8
1990,Ohio,OH,6.1
1990,Oklahoma,OK,8.0
1990,Oregon,OR,3.8
1990,Pennsylvania,PA,6.7
1990,Rhode Island,RI,4.8
1990,South Carolina,SC,11.2
1990,South Dakota,SD,2.0
1990,Tennessee,TN,10.5
1990,Texas,TX,14.1
1990,Utah,UT,3.0
1990,Vermont,VT,2.3
1990,Virginia,VA,8.8
1990,Washington,WA,4.9
1990,West Virginia,WV,5.7
1990,Wisconsin,WI,4.6
1990,Wyoming,WY,4.9
1991,Alabama,AL,11.5
1991,Alaska,AK,7.4
1991,Arizona,AZ,7.8
1991,Arkansas,AR,11.1
1991,California,CA,12.7
1991,Colorado,CO,5.9
1991,Connecticut,CT,5.7
1991,Delaware,DE,5.4
1991,District of Columbia,DC,80.6
1991,Florida,FL,9.4
1991,Georgia,GA,12.8
1991,Hawaii,HI,4.0
1991,Idaho,ID,1.8
1991,Illinois,IL,11.3
1991,Indiana,IN,7.5
1991,Iowa,IA,2.0
1991,Kansas,KS,6.1
1991,Kentucky,KY,6.8
1991,Louisiana,LA,16.9
1991,Maine,ME,1.2
1991,Maryland,MD,11.7
1991,Massachusetts,MA,4.2
1991,Michigan,MI,10.8
1991,Minnesota,MN,3.0
1991,Mississippi,MS,12.8
1991,Missouri,MO,10.5
1991,Montana,MT,2.6
1991,Nebraska,NE,3.3
1991,Nevada,NV,11.8
1991,New Hampshire,NH,3.6
1991,New Jersey,NJ,5.2
1991,New Mexico,NM,10.5
1991,New York,NY,14.2
1991,North Carolina,NC,11.4
1991,North Dakota,ND,1.1
1991,Ohio,OH,7.2
1991,Oklahoma,OK,7.2
1991,Oregon,OR,4.6
1991,Pennsylvania,PA,6.3
1991,Rhode Island,RI,3.7
1991,South Carolina,SC,11.3
1991,South Dakota,SD,1.7
1991,Tennessee,TN,11.0
1991,Texas,TX,15.3
1991,Utah,UT,2.9
1991,Vermont,VT,2.1
1991,Virginia,VA,9.3
1991,Washington,WA,4.2
1991,West Virginia,WV,6.2
1991,Wisconsin,WI,4.8
1991,Wyoming,WY,3.3
1992,Alabama,AL,11.0
1992,Alaska,AK,7.5
1992,Arizona,AZ,8.1
1992,Arkansas,AR,10.8
1992,California,CA,12.7
1992,Colorado,CO,6.2
1992,Connecticut,CT,5.1
1992,Delaware,DE,4.6
1992,District of Columbia,DC,75.2
1992,Florida,FL,9.0
1992,Georgia,GA,11.0
1992,Hawaii,HI,3.6
1992,Idaho,ID,3.5
1992,Illinois,IL,11.4
1992,Indiana,IN,8.2
1992,Iowa,IA,1.6
1992,Kansas,KS,6.0
1992,Kentucky,KY,5.8
1992,Louisiana,LA,17.4
1992,Maine,ME,1.7
1992,Maryland,MD,12.1
1992,Massachusetts,MA,3.6
1992,Michigan,MI,9.9
1992,Minnesota,MN,3.3
1992,Mississippi,MS,12.2
1992,Missouri,MO,10.5
1992,Montana,MT,2.9
1992,Nebraska,NE,4.2
1992,Nevada,NV,10.9
1992,New Hampshire,NH,1.6
1992,New Jersey,NJ,5.1
1992,New Mexico,NM,8.9
1992,New York,NY,13.2
1992,North Carolina,NC,10.6
1992,North Dakota,ND,1.9
1992,Ohio,OH,6.6
1992,Oklahoma,OK,6.5
1992,Oregon,OR,4.7
1992,Pennsylvania,PA,6.2
1992,Rhode Island,RI,3.6
1992,South Carolina,SC,10.4
1992,South Dakota,SD,0.6
1992,Tennessee,TN,10.4
1992,Texas,TX,12.7
1992,Utah,UT,3.0
1992,Vermont,VT,2.1
1992,Virginia,VA,8.8
1992,Washington,WA,5.0
1992,West Virginia,WV,6.3
1992,Wisconsin,WI,4.4
1992,Wyoming,WY,3.6
1993,Alabama,AL,11.6
1993,Alaska,AK,9.0
1993,Arizona,AZ,8.6
1993,Arkansas,AR,10.2
1993,California,CA,13.1
1993,Colorado,CO,5.8
1993,Connecticut,CT,6.3
1993,Delaware,DE,5.0
1993,District of Columbia,DC,78.5
1993,Florida,FL,8.9
1993,Georgia,GA,11.4
1993,Hawaii,HI,3.8
1993,Idaho,ID,2.9
1993,Illinois,IL,11.4
1993,Indiana,IN,7.5
1993,Iowa,IA,2.3
1993,Kansas,KS,6.4
1993,Kentucky,KY,6.6
1993,Louisiana,LA,20.3
1993,Maine,ME,1.6
1993,Maryland,MD,12.7
1993,Massachusetts,MA,3.9
1993,Michigan,MI,9.8
1993,Minnesota,MN,3.4
1993,Mississippi,MS,13.5
1993,Missouri,MO,11.3
1993,Montana,MT,3.0
1993,Nebraska,NE,3.9
1993,Nevada,NV,10.4
1993,New Hampshire,NH,2.0
1993,New Jersey,NJ,5.3
1993,New Mexico,NM,8.0
1993,New York,NY,13.3
1993,North Carolina,NC,11.3
1993,North Dakota,ND,1.7
1993,Ohio,OH,6.0
1993,Oklahoma,OK,8.4
1993,Oregon,OR,4.6
1993,Pennsylvania,PA,6.8
1993,Rhode Island,RI,3.9
1993,South Carolina,SC,10.3
1993,South Dakota,SD,3.4
1993,Tennessee,TN,10.2
1993,Texas,TX,11.9
1993,Utah,UT,3.1
1993,Vermont,VT,3.6
1993,Virginia,VA,8.3
1993,Washington,WA,5.2
1993,West Virginia,WV,6.9
1993,Wisconsin,WI,4.4
1993,Wyoming,WY,3.4
1994,Alabama,AL,11.9
1994,Alaska,AK,6.3
1994,Arizona,AZ,10.5
1994,Arkansas,AR,12.0
1994,California,CA,11.8
1994,Colorado,CO,5.4
1994,Connecticut,CT,6.6
1994,Delaware,DE,4.7
1994,District of Columbia,DC,70.0
1994,Florida,FL,8.3
1994,Georgia,GA,10.0
1994,Hawaii,HI,4.2
1994,Idaho,ID,3.5
1994,Illinois,IL,11.7
1994,Indiana,IN,7.9
1994,Iowa,IA,1.7
1994,Kansas,KS,6.7
1994,Kentucky,KY,6.4
1994,Louisiana,LA,19.8
1994,Maine,ME,2.3
1994,Maryland,MD,11.6
1994,Massachusetts,MA,3.5
1994,Michigan,MI,9.8
1994,Minnesota,MN,3.2
1994,Mississippi,MS,15.3
1994,Missouri,MO,10.5
1994,Montana,MT,3.3
1994,Nebraska,NE,3.1
1994,Nevada,NV,11.7
1994,New Hampshire,NH,1.4
1994,New Jersey,NJ,5.0
1994,New Mexico,NM,10.7
1994,New York,NY,11.1
1994,North Carolina,NC,10.9
1994,North Dakota,ND,0.2
1994,Ohio,OH,6.0
1994,Oklahoma,OK,6.9
1994,Oregon,OR,4.9
1994,Pennsylvania,PA,5.9
1994,Rhode Island,RI,4.1
1994,South Carolina,SC,9.6
1994,South Dakota,SD,1.4
1994,Tennessee,TN,9.3
1994,Texas,TX,11.0
1994,Utah,UT,2.9
1994,Vermont,VT,1.0
1994,Virginia,VA,8.7
1994,Washington,WA,5.5
1994,West Virginia,WV,5.4
1994,Wisconsin,WI,4.5
1994,Wyoming,WY,3.4
1995,Alabama,AL,11.2
1995,Alaska,AK,9.1
1995,Arizona,AZ,10.4
1995,Arkansas,AR,10.4
1995,California,CA,11.2
1995,Colorado,CO,5.8
1995,Connecticut,CT,4.6
1995,Delaware,DE,3.5
1995,District of Columbia,DC,65.0
1995,Florida,FL,7.3
1995,Georgia,GA,9.5
1995,Hawaii,HI,4.7
1995,Idaho,ID,4.1
1995,Illinois,IL,10.3
1995,Indiana,IN,8.0
1995,Iowa,IA,1.8
1995,Kansas,KS,6.2
1995,Kentucky,KY,7.2
1995,Louisiana,LA,17.0
1995,Maine,ME,2.0
1995,Maryland,MD,11.8
1995,Massachusetts,MA,3.6
1995,Michigan,MI,8.5
1995,Minnesota,MN,3.9
1995,Mississippi,MS,12.9
1995,Missouri,MO,8.8
1995,Montana,MT,4.0
1995,Nebraska,NE,2.9
1995,Nevada,NV,10.7
1995,New Hampshire,NH,1.8
